,Text1,Text2,Class
6430,The pilot shall communicate with the UAV using a custom communications network capable of communicating within a 50-mile diameter of the pilot station.,The Pilot shall communicate with the UAV using standard communications network capable of communicating within a 50-mile radius of the pilot station. ,Conflict
6431,The pilot shall communicate with the UAV using a custom communications network capable of communicating within a 50-mile diameter of the pilot station.,The Pilot shall communicate with the pilot station using custom communications network capable of communicating within a 50-mile radius of the UAV.,Conflict
6432,The pilot shall communicate with the UAV using a custom communications network capable of communicating within a 50-mile diameter of the pilot station.,The Pilot shall communicate with the UAV using pre-built communications network capable of communicating within a 20-mile radius of the pilot station.,Conflict
6433,The pilot shall communicate with the UAV using a custom communications network capable of communicating within a 50-mile diameter of the pilot station.,The Pilot shall communicate with the UAV using custom communications network,Conflict
6434,The pilot shall communicate with the UAV using a custom communications network capable of communicating within a 50-mile diameter of the pilot station.,The Pilot shall communicate with the UAV using custom communications network capable of communicating within a 100-mile radius of the pilot station.,Conflict
6435,The pilot shall communicate with the UAV using a custom communications network capable of communicating within a 50-mile diameter of the pilot station.,"The UAV shall send real-time altitude-above-deck information to the Pilot to facilitate landing, take off, and object avoidance.",Neutral
6436,The pilot shall communicate with the UAV using a custom communications network capable of communicating within a 50-mile diameter of the pilot station.,The UAV shall return to base when Pilot communication is lost and the estimated flight time remaining is less than 5 minutes.,Neutral
6437,The pilot shall communicate with the UAV using a custom communications network capable of communicating within a 50-mile diameter of the pilot station.,The UAB shall send the Pilot the power and estimated flight time remaining upon request.,Neutral
6438,The pilot shall communicate with the UAV using a custom communications network capable of communicating within a 50-mile diameter of the pilot station.,The UAV shall be able to accept commands from an authenticated pilot controller.,Neutral
6439,The pilot's communication with the UAV shall require a secure connection.,All Pilot communication with the UAV shall require a secure connection and shall be vulnerable to snooping and other forms of unauthorized access. ,Conflict
6440,The pilot's communication with the UAV shall require a secure connection.,All Pilot communication with the UAV shall not require a secure connection.,Conflict
6441,The pilot's communication with the UAV shall require a secure connection.,All Pilot communication with the UAV shall require a secure connections and may be unprotected against snooping and other forms of unauthorized access.,Conflict
6442,The pilot's communication with the UAV shall require a secure connection.,All Pilot communication with the UAV shall require a secure connections and shall not be protected against snooping nor other forms of unauthorized access.,Conflict
6443,The pilot's communication with the UAV shall require a secure connection.,All Pilot communication with the UAV shall require insecure connections and shall not be protected against snooping and other forms of unauthorized access.,Conflict
6444,The pilot's communication with the UAV shall require a secure connection.,The UAV visual feed should include a night vision camera capability,Neutral
6445,The pilot's communication with the UAV shall require a secure connection.,"The UAV shall maintain attitude (roll, pitch, and yaw) in the presence of calm to moderate winds.",Neutral
6446,The pilot's communication with the UAV shall require a secure connection.,The Hummingbird shall exclusively transmit information to authenticated devices.,Neutral
6447,The pilot's communication with the UAV shall require a secure connection.,Remote surveillance shall include video streaming during navigation and for remote viewer by at least four independent operations personnel.,Neutral
6448,The pilot shall be able to smoothly and automatically control the flight speed from 0 to maximum speed in any direction.,The Pilot shall be able to control the speed of flight from 0 to maximum speed in any direction in a jagged fashion. ,Conflict
6449,The pilot shall be able to smoothly and automatically control the flight speed from 0 to maximum speed in any direction.,The Pilot shall be able to control the speed of flight from 0 to a safe percentage of maximum speed in any direction in a smooth fashion.,Conflict
6450,The pilot shall be able to smoothly and automatically control the flight speed from 0 to maximum speed in any direction.,The Pilot shall be able to control the speed of flight from 0 to maximum speed in a single direction in a smooth fashion.,Conflict
6451,The pilot shall be able to smoothly and automatically control the flight speed from 0 to maximum speed in any direction.,The Pilot shall be able to control the speed of flight from 0 to 100mph in any direction in a smooth fashion.,Conflict
