Text1,Text2,Class
The UAV shall be able to automatically return to its starting position upon receipt of a command from the pilot or upon the occurrence of a definable event.,The UAV shall return to its starting position autonomously upon receiving a command from the Pilot.,Conflict
The UAV shall be able to automatically return to its starting position upon receipt of a command from the pilot or upon the occurrence of a definable event.,The UAV shall be able to return to the final position in its flight plan autonomously upon receiving a command from the Pilot or when a definable event has occurred.,Conflict
The UAV shall be able to automatically return to its starting position upon receipt of a command from the pilot or upon the occurrence of a definable event.,The UAV shall be able to autonomously return to its starting position when a definable event has occurred or when receiving a command from the pilot. ,Duplicate
The UAV shall be able to automatically return to its starting position upon receipt of a command from the pilot or upon the occurrence of a definable event.,"When a defineable event or a command from the Pilot is received, the UAV will return to its starting position automatically.",Duplicate
The UAV shall be able to automatically return to its starting position upon receipt of a command from the pilot or upon the occurrence of a definable event.,The UAV shall be able to return to its initial position automatically upon receiving a command from the Pilot or when a definable event occurrs,Duplicate
The UAV shall be able to automatically return to its starting position upon receipt of a command from the pilot or upon the occurrence of a definable event.,"The UAV shall automatically return to its starting position after receiving a command from the Pilot, or a definable event has occurred.",Duplicate
The UAV shall be able to automatically return to its starting position upon receipt of a command from the pilot or upon the occurrence of a definable event.,The UAV shall communicate with the Pilot Controller and up to  4 Viewers.,Neural
The UAV shall be able to automatically return to its starting position upon receipt of a command from the pilot or upon the occurrence of a definable event.,The UAV must be visible to observers at a range of at least 100 meters during the day and 50 meters at night.,Neural
The UAV shall be able to automatically return to its starting position upon receipt of a command from the pilot or upon the occurrence of a definable event.,"The Pilot shall be able to set the zoom, aim and focus of the UAV camera in virtual-time.",Neural
The UAV shall be able to automatically return to its starting position upon receipt of a command from the pilot or upon the occurrence of a definable event.,"TheAviary is a system of systems consisting of the Bird Feeder pilot controller, the Hummingbird UAV, and up to 4 smartphone or computer viewing apps.",Neural
The UAV shall be able to accept commands from an authenticated pilot controller.,The UAV shall accept commands from an authenticated Pilot controller. ,Conflict
The UAV shall be able to accept commands from an authenticated pilot controller.,The UAV shall accept commands from an authenticated Pilot controller or a Viewer.,Conflict
The UAV shall be able to accept commands from an authenticated pilot controller.,The UAV shall accept commands from any Pilot controller,Conflict
The UAV shall be able to accept commands from an authenticated pilot controller.,The UAV shall accept commands from any Pilot controller.,Conflict
The UAV shall be able to accept commands from an authenticated pilot controller.,The UAV shall accept commands from any Pilot controller that requests connection.,Conflict
The UAV shall be able to accept commands from an authenticated pilot controller.,The UAV shall exclusively accept commands from an authenticated Pilot controller. ,Duplicate
The UAV shall be able to accept commands from an authenticated pilot controller.,Only the commands of authenticated Pilot controllers will be accepted by the UAV,Duplicate
The UAV shall be able to accept commands from an authenticated pilot controller.,The UAV only accepts commands from a verified Pilot controller,Duplicate
The UAV shall be able to accept commands from an authenticated pilot controller.,"The UAV must only accept commands from an authenticated Pilot controller, else error.",Duplicate
